,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
144,271,"Florida Man Sentenced To Life For Raping, Impregnating Young Girl With Disabilities","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/rape-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/rape-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/rape-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Justice has been served for a 13-year-old girl with disabilities and her family, after the Florida man who raped and impregnated her was sentenced to life in prison.",https://miami.cbslocal.com/2019/04/30/florida-man-sentenced-to-life-for-raping-impregnating-young-girl-with-disabilities/,2019-04-30T17:05:02Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
145,274,Florida man bitten by shark in New Smyrna Beach,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

NEW SMYRNA BEACH, Fla. (WESH) - A shark bit a 19-year-old Sanford man Sunday evening while he was wading in waist-deep water in New Smyrna Beach.

It happened around 7:30 p.m., just north of Flagler Avenue.

Officials said the man was bitten on the calf. The injury required stitches, but officials said the man was able to drive himself to a hospital.",http://www.wfla.com/news/florida/florida-man-bitten-by-shark-in-new-smyrna-beach/1963583657,2019-04-29T16:20:33Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
149,281,Florida man faces five years in prison after striking eight Navy students with car,,http://weartv.com/news/local/florida-man-faces-five-years-in-prison-after-striking-eight-navy-students-with-car,2019-04-30T19:43:16Z,WEAR,Florida Man,"4990 Mobile Hwy, Pensacola, FL 32506, USA",FL,32506
150,282,Florida Man Threatens To “Shoot All The Employees” At Pet Store Over Sick Puppies,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/jamie-militana-mug.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/jamie-militana-mug.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/jamie-militana-mug.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A South Florida man was arrested after police say he called a pet store and threatened to open fire on the employees inside.",https://miami.cbslocal.com/2019/04/30/florida-man-threatens-shoot-employees-pet-store-sick-puppies/,2019-04-30T18:42:42Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
151,285,"Florida Man, David Vickers, Convicted By Jury In Murder Of Ex-Girlfriend’s Infant Son","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/david-vickers-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/david-vickers-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/david-vickers-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man faces life in prison after a jury found him guilty of second-degree murder and child neglect in the death of his ex-girlfriend's 2-year-old son in August 2017.",https://miami.cbslocal.com/2019/04/30/florida-man-david-vickers-convicted-murder-ex-girlfriends-son/,2019-04-30T15:15:37Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
152,287,"Florida man gets life in prison for raping, impregnating 13-year-old disabled girl","- A Florida man will spend the rest of his life behind bars for raping and impregnating a 13-year-old girl whose disabilities prevented her from understanding both the attack and pregnancy.

READ MORE @FOXNEWS

The baby was born with the same disabilities as the teenager, according to the girl’s family. They said the teenager does not understand her relation to the baby.

Carlos Carrizales, 61, was sentenced Monday to life in prison. He was convicted last month of felonies including incest, Lakeland’s The Ledger reported. It was not immediately clear what Carrizales' relationship to the teen was.

The non-verbal teenager carried out the pregnancy and gave birth to her daughter in early 2017. Carrizales was arrested that November.

Investigators discovered the girl's pregnancy in 2016 and subsequent DNA testing led authorities to Carrizales. DNA tests showed he was 99.99 percent likely to be the baby's father. Assistant State Attorney Lauren Randall said two independent tests had the same result.

Get updates on this story at FoxNews.com

The Associated Press contributed to this report.",http://www.fox35orlando.com/home/florida-man-gets-life-in-prison-for-raping-impregnating-13-year-old-disabled-girl,2019-04-30T12:07:19Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
153,289,"Florida man, 100, dies in crash to avoid hitting sandhill cranes","MELBOURNE, Fla. - The Florida Highway Patrol says a 100-year-old man was killed when the car he was riding in hit other vehicles that had stopped to avoid hitting a group of sandhill cranes in the road.

Lt. Kim Montes says two drivers were stopped to let the cranes cross when 39-year-old Suzanne Clark swerved to avoid hitting the cars. Clark saw the cranes and swerved again and hit the vehicles. Her grandfather, Robert Schantz, was taken to a hospital where he died.

Montes says Clark and one of the other drivers sustained serious injuries. The third driver had minor injuries.

The sandhill cranes were not hurt.

The crash remains under investigation.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.news4jax.com/news/florida/florida-man-100-dies-in-crash-to-avoid-hitting-sandhill-cranes,2019-04-29T23:12:14Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
154,293,"Florida Man, Travis Duane Lovett, Leads Deputies On Reckless Chase Across Three Counties","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/travis-duane-lovett-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/travis-duane-lovett-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/travis-duane-lovett-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man was jailed Sunday after stealing a truck and taking it on a reckless high-speed chase through three Florida counties, according to police.",https://miami.cbslocal.com/2019/04/29/florida-man-travis-duane-lovett-reckless-chase-three-counties/,2019-04-29T20:32:52Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
155,294,Report: Florida man bitten by shark in New Smyrna Beach,"NEW SMYRNA BEACH, Fla. - A Florida man was reportedly bitten by a shark Sunday evening while wading in the waters off New Smyrna Beach.

According to News4Jax sister station WKMG, the 19-year-old Sanford man was standing in waist-deep water about 7:45 p.m. when the shark sank its teeth into his right calf.

Sunday's incident marks the first shark attack reported in Volusia County so far this year, authorities told WKMG. It’s unclear what kind of shark was involved.

The man's injuries were treated at the beach before he sought further treatment at a nearby hospital.

To learn more, read the complete story on ClickOrlando.com.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/report-florida-man-bitten-by-shark-in-new-smyrna-beach,2019-04-29T16:56:30Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
156,295,"Police: Florida man gets drunk, tells cops he's Jason Bourne","PINELLAS PARK, Fla. - A Florida man thrown out of a Tampa-area library for being drunk was arrested after telling police his name was Jason Bourne, authorities said.

According to a copy of the arrest report, Pinellas Park Police were called to the Barbara S. Ponce Public Library about 2:15 p.m. April 23 because the man was causing a disturbance.

Jonathan William Chapman, 45, was under the influence of alcohol and refused to leave the library despite multiple requests from library staff that he go, according to the report.

When police arrived, Chapman gave them the name “Jason Bourne,” the titular character of Robert Ludlum’s best-selling book series, and a phony Social Security number, the report said.

Once police figured out Chapman’s actual identity, the 45-year-old man was taken into custody on a first-degree misdemeanor charge of resisting an officer without violence.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/police-florida-man-gets-drunk-tells-cops-hes-jason-bourne,2019-04-29T15:58:40Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
157,296,Florida man bitten by shark off New Smyrna Beach,"NEW SMYRNA BEACH, Fla. - A 19-year-old Sanford man was bitten by a shark Sunday night off New Smyrna Beach, according to officials.

The incident happened around 7:45 p.m. near the Flagler Avenue beach approach.

According to beach officials, the man was wading in waist-deep water when he was bitten on the calf.

The man was treated for lacerations at the beach and then drove himself to a hospital, officials said.

No other details have been released.

Watch News 6 and stay with ClickOrlando.com for updates.



Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-man-bitten-by-shark-off-new-smyrna-beach,2019-04-29T14:41:51Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
158,297,"Florida man and blind dog complete 1,100-mile hike","MIAMI (AP) - A Florida man and his blind dog have completed a 1,100 mile hike across the Sunshine State.

Kyle Rohrig is an avid hiker and his Shiba Inu named Katana usually accompanies him. She's easily logged 30 miles a day on their past trails, but when Japanese hunting dog lost both eyes to Glaucoma two months before the trek, he worried how she would fare on the trail.

Along with a friend, they headed north on the trail from Big Cypress near Miami in January and finished April 1 at Fort Pickens near Pensacola.

The Daytona Beach News-Journal reports Rohrig hoisted the 21-pound Katana onto his backpack when they approached deep swampy areas and treacherous spots. He estimates he carried her for more than 800 miles.

___

Information from: Daytona Beach (Fla.) News-Journal, http://www.news-journalonline.com

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.news4jax.com/news/florida/florida-man-and-blind-dog-complete-1-100-mile-hike,2019-04-29T14:19:09Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
